song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Expire,Antimatter,0.459,0.486,6,-9.402,1,0.0351,0.231,0.131,0.477,0.0516,172.388,479493,4
Not Forgotten,ISRAEL & NEW BREED,,,,,,,,,,,,,
L'Homme De Paille,Jacques Dutronc,,,,,,,,,,,,,
How Great Thou Art,Ronnie Milsap,0.493,0.542,9,-6.477,1,0.0239,0.471,0,0.127,0.224,83.882,282587,4
Ayer,La 5A Estacion,,,,,,,,,,,,,
Fruits & Nuts,Marc Shaiman,,,,,,,,,,,,,
Mes Belles Amourettes,Jacques Douai,,,,,,,,,,,,,
Crazy,Aynsley Lister,0.886,0.461,2,-8.684,1,0.052,0.623,0.00311,0.325,0.717,96.42,227120,4
Don't Sit Under The Apple Tree,Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd,,,,,,,,,,,,,
Dubbaq,Legion Of Green Men,,,,,,,,,,,,,
Stay With Me,Faces,0.449,0.897,9,-6.993,1,0.0361,0.0456,0.169,0.134,0.84,91.067,279387,4
No Hace Falta Que Lo Digas,Alejandro Lerner,0.572,0.536,7,-8.011,0,0.0844,0.233,0,0.112,0.257,143.94,218562,4
Out Of My Mind,Glen Ricks,0.76,0.425,2,-13.685,1,0.105,0.0503,1.61e-05,0.0639,0.521,84.059,242213,4
Bass To Bass,DJ Slugo,0.77,0.361,10,-20.018,0,0.133,0.0338,0.956,0.0881,0.41,143.018,249000,4
Les Scieurs De Long,Jacques Douai,,,,,,,,,,,,,
All Or Nothing,SKOLD vs. KMFDM,,,,,,,,,,,,,
And Still I Wither,Enslavement Of Beauty,0.352,0.888,4,-5.845,1,0.0586,0.000604,0.000395,0.137,0.279,145.017,313940,4
I Won't Spend Another Night Alone,The Ataris,0.399,0.965,5,-3.034,1,0.0633,0.0018,0.000165,0.157,0.49,151.452,227800,3
Guardians Of The Forest,Wolfchant,0.496,0.922,8,-4.951,1,0.0615,7.78e-06,0.841,0.0349,0.6,104.978,208507,4
Hell On High Heels,Mötley Crüe,0.546,0.905,0,-5.188,1,0.0391,7.03e-06,0.506,0.0862,0.642,132.001,255667,4
Chemistry,Michael Stanley Band,,,,,,,,,,,,,
Karma Violins,Pale Forest,0.488,0.649,9,-7.75,1,0.0328,0.389,0.000479,0.132,0.176,116.889,184633,4
Dead Wrong,Cancer Bats,0.381,0.983,7,-4.157,1,0.0941,2.13e-05,0.000835,0.0242,0.2,84.489,160770,4
My Buddy,Alvino Rey And His Orchestra,,,,,,,,,,,,,
Lluvias De Cristal,Nestor Torres,,,,,,,,,,,,,
Song,Mystic Revelation of Rastafari,,,,,,,,,,,,,
Standing In The Shower... Thinking ( LP Version ),Jane's Addiction,,,,,,,,,,,,,
13 De Mayo,Isabel Pantoja,,,,,,,,,,,,,
A Poor Man's Roses,Patsy Cline,0.467,0.197,9,-10.76,1,0.0293,0.886,1.34e-05,0.189,0.595,86.052,157520,4
Here I Am King,Primordial,0.0907,0.836,9,-5.414,0,0.0623,1.35e-06,0.955,0.277,0.153,87.5,264960,4
I Still Want Your Love (Extended Mix),Solitaire,,,,,,,,,,,,,
Si Tu Regresas,Jay Pérez,0.793,0.451,5,-12.387,1,0.0755,0.176,1.23e-06,0.102,0.965,94.893,196133,4
Raha ratkaisee,Irwin Goodman,0.726,0.343,0,-10.845,1,0.0423,0.648,0,0.097,0.378,111.541,119107,4
Slow Poke,Pee Wee King,0.761,0.297,7,-13.854,1,0.0873,0.416,5.45e-06,0.0829,0.636,123.807,135320,4
You Got Soul Loop (104bpm),Simon Harris,,,,,,,,,,,,,
Jig: A Chailleach_ do Mharais Mé,Willie Clancy,,,,,,,,,,,,,
Join The Parade (Album Version),Planet P Project,,,,,,,,,,,,,
Albi Eshiha,Ragheb Alama,,,,,,,,,,,,,
America The Beautiful,US Coast Guard Band,,,,,,,,,,,,,
Sunny Day,CoCo Lee,0.634,0.837,6,-5.912,1,0.129,0.0672,0,0.0332,0.287,129.918,307107,4
Nuoruusmuistoja,Erkki Junkkarinen,0.298,0.248,4,-12.592,0,0.0368,0.768,2.75e-06,0.469,0.392,163.021,218920,3
Swing,Jean-michel Rotin,,,,,,,,,,,,,
Ahmea,Flutlicht,0.431,0.993,8,-5.814,1,0.0876,0.000931,0.772,0.126,0.318,140.999,186709,4
I Love U,Chris Brown,0.739,0.658,2,-6.793,1,0.101,0.0162,2.67e-06,0.309,0.588,100.009,182227,4
After Lovin You (Love Life Album Version),Charlie Peacock,,,,,,,,,,,,,
If I Miss You Again Tonight,Tommy Overstreet,0.703,0.382,10,-10.203,1,0.0253,0.68,4.28e-05,0.18,0.491,93.848,167000,4
"""""""Wrote For Luck (12"""""""" - Remastered version)""""""",Happy Mondays,,,,,,,,,,,,,
Le Bagad De Lann Bihoue,Alain Souchon,,,,,,,,,,,,,
Beef,Capone-N-Noreaga,0.391,0.781,0,-4.931,0,0.309,0.0497,8.02e-06,0.396,0.341,158.535,215413,4
Find The Office,Patric C,,,,,,,,,,,,,
Quasar,Kitaro,0.445,0.768,9,-10.69,0,0.0307,0.00714,0.217,0.629,0.374,94.74,410080,3
Don't Let My Teardrops Bother You (Album Version),Dionne Warwick,,,,,,,,,,,,,
Rotten Apples,The Smashing Pumpkins,0.319,0.199,1,-11.182,1,0.0293,0.775,0.000283,0.124,0.223,96.326,181613,4
Blue Blue Day,Don Gibson,0.659,0.488,4,-14.371,1,0.038,0.582,8.84e-06,0.692,0.898,108.917,102453,4
Yi Xing,Miriam Yeung,,,,,,,,,,,,,
Muh- F***a,Redman,,,,,,,,,,,,,
Regarde Un Peu La France,Miossec,,,,,,,,,,,,,
At The Movies (Live),Bad Brains,,,,,,,,,,,,,
Send Me An Angel,Zeromancer,0.597,0.672,2,-6.15,0,0.0356,3.65e-05,0.0455,0.372,0.265,130.038,237960,4
Send Me The Pillow You Dream On,Hank Locklin,0.446,0.363,3,-13.593,1,0.0349,0.452,0,0.0734,0.648,117.052,154506,4
Bullmoose (LP Version),Bobby Darin,,,,,,,,,,,,,
Titanium (2009 Digital Remaster),Kraftwerk,,,,,,,,,,,,,
White Winter Hymnal,Catherine Howe & Vo Fletcher,,,,,,,,,,,,,
"""""""How To Say """"""""Rip Them Off""""""""_ Repeat After Me""""""",Melt Banana,,,,,,,,,,,,,
Émergences: III. Fragments d'épaves,David Palmer,,,,,,,,,,,,,
King Bong,Bone Loc,,,,,,,,,,,,,
We Need Love,Johnny Osbourne,0.815,0.43,0,-10.796,1,0.0833,0.733,0,0.0621,0.833,103.267,221973,4
Long Way 2 Go (Album Version),Cassie,,,,,,,,,,,,,
Riot In Cell Block #9,Commander Cody And His Lost Planet Airmen,,,,,,,,,,,,,
Start Even,Tex Williams,0.659,0.311,4,-11.598,1,0.111,0.838,2.03e-05,0.0768,0.409,110.101,191280,3
Out Demons Out (Live) (2004 Digital Remaster),The Edgar Broughton Band,,,,,,,,,,,,,
Christmas All Over Again,Tom Petty And The Heartbreakers,0.44,0.838,9,-6.196,1,0.0423,0.0956,0,0.473,0.619,138.908,253627,4
I Want More - Part 1,Faithless,,,,,,,,,,,,,
Better To Have Lost In Love (Than Never To Have Loved),Eurythmics,,,,,,,,,,,,,
I'm Your Witchdoctor,John Mayall & The Bluesbreakers,,,,,,,,,,,,,
I Am Here,F.I.R.,0.416,0.783,5,-5.707,0,0.0739,0.151,0,0.101,0.424,172.074,232480,4
Planet E.,Thirst,,,,,,,,,,,,,
Tomorrow,Jay & The Americans,0.214,0.333,0,-16.237,0,0.0342,0.855,0.0887,0.129,0.483,170.958,173533,4
Abused And Unloved,Malefaction,,,,,,,,,,,,,
Metal Militia,Metallica,,,,,,,,,,,,,
Un Pensamiento,Seguridad Social,,,,,,,,,,,,,
Awake II,Space Opera,,,,,,,,,,,,,
On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub),Rui Da Silva,,,,,,,,,,,,,
Eugene's Lament,Beastie Boys,0.571,0.344,4,-14.262,1,0.032,0.0159,0.577,0.582,0.524,142.452,132467,4
Lost In The Future (False Start -#1),The Stooges,,,,,,,,,,,,,
One Scotch_ One Bourbon_ One Beer,Champion Jack Dupree,,,,,,,,,,,,,
Tokyo,1. Futurologischer Congress,0.766,0.464,8,-13.607,1,0.0826,0.0971,0.294,0.418,0.77,164.346,135360,4
Motownphilly,Boyz II Men,0.754,0.857,2,-9.699,1,0.0605,0.0143,2.14e-05,0.278,0.785,114.144,235227,4
Choc'late Ice Cream Cone,Red Foley,,,,,,,,,,,,,
Street Sh***,Mil featuring Memphis Bleek,,,,,,,,,,,,,
Fan Into Flame,John Michael Talbot,0.263,0.0824,2,-18.918,1,0.0486,0.782,8.01e-06,0.215,0.684,201.046,170440,3
Pants_ Meet Shit,Daughters,,,,,,,,,,,,,
Hot Rod,Fiasko,0.794,0.514,0,-8.099,0,0.0912,0.00209,0.862,0.0899,0.382,126.006,403250,4
Ability To Create A War,A Skylit Drive,0.212,0.719,10,-6.172,1,0.0393,0.00518,0.00147,0.145,0.0351,139.903,88867,4
Coke (Live),Flickerstick,,,,,,,,,,,,,
Druzya,Malina,,,,,,,,,,,,,
Drown In My Own Tears (LP Version),Bobby Darin,,,,,,,,,,,,,
Dance To The Music Of The World - Original Re-Mix (Practice Session),Prince With 94 East,,,,,,,,,,,,,
Visitando Zabelê,Sivuca & Clã Brasil,,,,,,,,,,,,,
Overdrive,Foo Fighters,0.393,0.985,2,-2.594,1,0.114,0.000193,0,0.153,0.311,157.952,270187,4
Rendezvous - Ich hab' Dich seit langem nicht gesehen,Jawoll,0.695,0.38,9,-13.803,0,0.053,0.0111,0.0103,0.0655,0.417,151.274,236933,4
The Beautiful Shepherdess of Arcadia,The Baltimore Consort,,,,,,,,,,,,,
She Made My Blood Run Cold,Rod Piazza & The Mighty Flyers,0.734,0.577,8,-7.274,0,0.0415,0.441,8.26e-06,0.0481,0.796,117.228,257227,4
Zap Zap,Dynamite Deluxe,,,,,,,,,,,,,
Morning Has Broken,Bill Murk,0.204,0.287,0,-10.865,1,0.0315,0.978,0.688,0.18,0.137,106.623,170272,3
Ms. Marseilles,John Brown,0.745,0.675,6,-8.175,1,0.0314,0.00301,6.92e-05,0.507,0.694,101.075,114000,4
Desde el este,Facto Delafe y las flores azules,0.85,0.539,3,-7.109,1,0.0327,0.0292,0.0397,0.0549,0.956,96.031,100360,4
"""""""The Marquis and the Scaffold (From """"""""Quills"""""""")""""""",Nick Ingman,,,,,,,,,,,,,
The Bad And The Beautiful,David Raksin,,,,,,,,,,,,,
Hiroshima,Utopia,0.363,0.518,2,-10.723,1,0.0423,0.525,0.000811,0.394,0.367,110.679,435933,4
Finish the Job,Al Toomer,0.513,0.658,9,-14.432,1,0.915,0.898,0,0.724,0.503,57.084,225907,3
Let Me Show You The Way (Out),Toni Braxton,0.62,0.755,6,-4.782,0,0.169,0.0362,0.000777,0.341,0.658,181.972,258493,4
Wave,Gal Costa,0.563,0.324,9,-18.129,0,0.0364,0.576,0,0.965,0.618,144.151,170680,4
O Morro (Live At El Matador_ San Francisco),Sergio Mendes,,,,,,,,,,,,,
Ompa Til Du Dör,Kaizers Orchestra,,,,,,,,,,,,,
Caution,Maxi Priest,0.722,0.578,0,-12.254,1,0.0695,0.00442,0.000104,0.236,0.803,167.679,292267,4
Yesss Lord...,Perfection,0.655,0.823,7,-5.84,1,0.153,0.0385,0,0.353,0.514,127.646,251960,4
Bed's Too Big Without You,Inner Circle,0.835,0.689,7,-5.412,1,0.103,0.173,0,0.0662,0.89,89.992,228902,4
Zoned Out,DJ X-Change,,,,,,,,,,,,,
Cranford: Holbrook,Carl Davis,0.171,0.12,3,-18.352,1,0.0429,0.987,0.928,0.134,0.1,154.386,157760,4
Swing Life Away,Rise Against,0.477,0.426,6,-6.961,1,0.043,0.544,0,0.0903,0.789,184.866,200067,3
Something To Remember You By,Ray Conniff,0.691,0.283,9,-11.871,0,0.0314,0.88,0.913,0.122,0.523,110.075,170733,4
Tian Cai Yu Bai Chi Zhi Tian Cai Bai Chi Meng,Leo Ku,,,,,,,,,,,,,
Lullaby For The Dead In Our Life,Lexie Mountain Boys,,,,,,,,,,,,,
The drifter,Dennis Brown,,,,,,,,,,,,,
Inhume,Inhume,0.178,0.975,6,-4.39,0,0.0875,1.18e-06,0.958,0.0691,0.0355,111.023,185347,4
Warten,Andreas Dorau,0.715,0.49,0,-17.544,1,0.142,0.491,0.111,0.156,0.814,208.683,224560,4
God's Will,Martina McBride,0.398,0.332,1,-9.106,1,0.0317,0.587,0,0.0846,0.191,121.531,349333,3
Excuse me,Papa Wemba,,,,,,,,,,,,,
I Want To Know You More,Scott Krippayne,,,,,,,,,,,,,
Co-Pilot (Album Version),Letters To Cleo,,,,,,,,,,,,,
Your One And Only (LP Version),Brenda Lee,,,,,,,,,,,,,
Never Really Knew U,Arika Kane,0.651,0.741,5,-4.76,0,0.0382,0.0172,1.77e-06,0.0487,0.69,119.955,237147,4
Lindas Africanas,Africando,0.807,0.718,5,-5.445,1,0.0454,0.476,0.00012,0.0496,0.892,90.837,461200,4
Baby Doll,Migraine,0.318,0.281,9,-13.842,0,0.0302,0.747,0.825,0.141,0.219,51.421,110733,4
Ghetto Curse Words (Chopped&Screwed),5th Ward Boyz,0.893,0.395,1,-10.094,0,0.485,0.0964,0.000143,0.344,0.505,143.015,120813,5
The Rainbow Bridge,Danny Williams,,,,,,,,,,,,,
Two Hearts One Love,Shania Twain,0.484,0.955,9,-5.193,1,0.0736,0.0433,0,0.127,0.409,113.817,218360,4
Brampton Boogaloo,Mocambo Allstars,0.696,0.885,0,-9.051,1,0.0552,0.0842,0.698,0.0641,0.963,116.099,233747,4
Now It's My Turn (Aqualite Mix),Berlin,0.773,0.538,11,-9.381,0,0.0684,0.0022,0.032,0.0675,0.239,132.005,230458,4
Ruby Don't Take Your Love To Town,Ed Bruce,,,,,,,,,,,,,
Missing (Live in Europe),Evanescence,,,,,,,,,,,,,
Single Again (Remix),Rick Ross,,,,,,,,,,,,,
A Fall Song,Cross Country,0.366,0.361,9,-11.132,1,0.0306,0.725,0.00055,0.102,0.337,127.742,168773,4
Tengo Un Novio Tántriko,Las Ketchup,0.606,0.857,1,-4.285,0,0.113,0.134,0.000153,0.124,0.624,180.97,195133,4
Sexo_ Pudor Y Lágrimas (Drum & Bass Mix),Aleks Syntek,,,,,,,,,,,,,
Alive,Dala,0.655,0.53,9,-7.531,1,0.0326,0.0421,1.62e-05,0.113,0.331,121.925,242040,4
The Conversation,Mt. Wilson Repeater,0.532,0.373,9,-12.601,0,0.0321,0.0841,0.858,0.0924,0.0952,100.038,299880,4
Vapour Fragments,Intex Systems,0.464,0.532,6,-14.367,1,0.0497,0.535,0.714,0.141,0.374,182.125,131147,3
Ich bin jung und brauche das Geld,Eko Fresh feat. G-Style,,,,,,,,,,,,,
Standin In,Tunsi,0.678,0.562,2,-8.479,1,0.324,0.165,1.7e-06,0.107,0.18,89.946,235773,4
Angel Fire,Eddy Raven,0.739,0.465,7,-14.276,1,0.0289,0.077,7.75e-06,0.171,0.723,119.587,223227,4
Slangen I Paradis,Cutting Edge,,,,,,,,,,,,,
M'En Vas A La Fontaine,Jacques Douai,,,,,,,,,,,,,
Free (Album Version),Dark new Day,,,,,,,,,,,,,
Naval War,Gina V. D'Orio,0.52,0.531,0,-9.931,0,0.134,0.222,8.6e-06,0.108,0.591,138.193,142093,4
Make Me Believe,Martina McBride,0.494,0.737,6,-6.109,1,0.0311,0.0313,0,0.0657,0.378,159.583,230680,4
Loving You,Johnny Nash,0.346,0.639,2,-11.608,1,0.195,0.272,1.46e-05,0.403,0.583,169.573,159893,4
Let's Go To The Darkside Of The Moon (Piano Version),Original Love,,,,,,,,,,,,,
Fallen (Album Version),Ill Niño,,,,,,,,,,,,,
"""""""Born In Louisiana [with Clarence """"""""Gatemouth"""""""" Brown] [Live]""""""",Kenny Wayne Shepherd,,,,,,,,,,,,,
What Do I Know,Unkle Bob,0.545,0.536,6,-6.704,0,0.026,0.102,0.0997,0.115,0.179,124.022,252133,4
What Is Light? Where Is Laughter? (Acoustic Version),Twin Atlantic,,,,,,,,,,,,,
Quiet Time,Regina Belle,0.604,0.692,7,-9.039,0,0.0489,0.277,0,0.0713,0.626,92.653,307333,4
Wave,Patti Smith Group,,,,,,,,,,,,,
Mamma's Kitchen,Cece Winans,,,,,,,,,,,,,
Don't Wait For Me,Fred Locks,,,,,,,,,,,,,
It Hurts Me To My Heart,Bobby Marchan,,,,,,,,,,,,,
Ripped Pants,Spongebob Squarepants,0.768,0.585,0,-8.331,1,0.119,0.101,0,0.445,0.617,122.73,76813,4
Introitus: Requiem: Agnus Dei,Kuijken Kwartet,,,,,,,,,,,,,
Your Prophetic Throne Of Ivory,Disembowelment,,,,,,,,,,,,,
Guys Do It All The Time,Mindy McCready,0.535,0.904,0,-3.155,1,0.0618,0.0276,0,0.115,0.757,165.815,197400,4
We Are One,Kelly Sweet,0.511,0.41,11,-9.569,1,0.0393,0.757,9.71e-05,0.119,0.234,139.803,216213,4
Who Cares,Delroy Wilson,0.568,0.5,10,-12.824,0,0.079,0.358,0.341,0.107,0.609,150.899,211200,4
The Spinward Marches,The Lord Weird Slough Feg,0.522,0.697,1,-5.054,1,0.0327,5.89e-06,0.893,0.217,0.648,125.5,82533,3
Decidete,Marisela,0.878,0.479,10,-9.19,1,0.0285,0.626,0.000299,0.121,0.746,98.059,232160,4
Yell Out,Pennywise,0.44,0.952,8,-5.031,1,0.0874,8.37e-05,0,0.232,0.609,101.181,154440,4
All The Answers,Jesus Jones,0.541,0.888,4,-12.61,0,0.0391,3.14e-05,0.0215,0.126,0.537,110.462,228467,4
Slow Love,Mr. Sancho,,,,,,,,,,,,,
Pic & Run,Adam Richmond,0.67,0.802,9,-13.598,1,0.943,0.613,0,0.953,0.317,104.46,36133,5
Gotta Tell Somebody,Don Francisco,0.404,0.469,9,-10.905,0,0.0683,0.586,0,0.0799,0.315,101.57,395160,4
Grandbag's Funeral,Happy Mondays,,,,,,,,,,,,,
Chase,Leona Naess,0.578,0.649,11,-5.495,1,0.0302,0.00902,0.00329,0.672,0.409,93.273,199093,4
Yo Yo Get Funky,Fast Eddie,,,,,,,,,,,,,
Antes Que Seja Tarde,Nelson Ned,,,,,,,,,,,,,
Clifton's Two Step,Clifton Chenier,0.468,0.784,2,-8.294,1,0.0774,0.275,7.09e-05,0.199,0.863,101.14,218080,4
From Da Back,DJ Godfather,0.815,0.871,10,-7.061,0,0.271,0.00133,0.00184,0.129,0.963,166.52,46237,4
Yo Quiero Saber,Toby Love Feat. Girlz Talk,,,,,,,,,,,,,
Chicken Fed,Ghetto Mafia,0.567,0.763,0,-8.094,0,0.408,0.0423,0,0.054,0.644,82.811,303840,4
The Coldest Days Of My Life,The Chi-Lites,0.244,0.479,4,-13.184,1,0.0374,0.328,1.21e-05,0.333,0.315,130.488,509747,4
"""""""mixture of noize (part two: """"""""walter sobchak"""""""" - live extract)""""""",Aphasia,,,,,,,,,,,,,
Purple Haze,Johnny Pearson,0.476,0.296,5,-17.053,1,0.0295,0.612,0.932,0.102,0.551,113.602,158933,4
When Heaven Falls,Swans Of Avon,0.33,0.893,4,-7.305,0,0.0946,0.00139,0.797,0.0753,0.171,165.918,200147,4
Woo Hoo,Kings Of Leon,,,,,,,,,,,,,
Centrali termiche,Piero Umiliani,,,,,,,,,,,,,
Launder_ Lather_ Swab & Shower,Steve Green,,,,,,,,,,,,,
More than War,YZ,,,,,,,,,,,,,
Can't Break a Dead Girl's Heart,Zombina & The Skeletones,,,,,,,,,,,,,
Change,Carroll Thompson,0.523,0.522,4,-14.458,0,0.215,0.111,6.11e-06,0.241,0.667,128.731,188051,4
Medley,Mick Moloney,,,,,,,,,,,,,
Far Away (Album Version),The Robert Cray Band,,,,,,,,,,,,,
Did You See Jackie Robinson Hit That Ball?,Buddy Johnson,0.664,0.377,7,-9.459,0,0.0518,0.393,0,0.0775,0.78,73.057,142027,4
Mei Zi,Leon Lai,,,,,,,,,,,,,
Mothers Rastas,Taya wooden,0.651,0.136,1,-25.055,0,0.18,0.125,0.000484,0.0795,0.301,80.007,268070,4
Here Comes The Hotstepper,Ini Kamoze,0.714,0.454,7,-9.002,1,0.418,0.0148,0.000357,0.687,0.443,200.715,253780,4
Du Er Venta I Himlen,Mons Leidvin Takle,0.62,0.32,7,-9.606,0,0.0286,0.922,2.41e-06,0.126,0.26,113.263,159582,3
Twilight,Vangelis,0.212,0.0932,7,-25.532,0,0.0434,0.893,0.843,0.652,0.194,143.232,297667,3
Hell On Earth (Front Lines),Mobb Deep,,,,,,,,,,,,,
22 (Vingt Deux) (Feat. Ours),Lily Allen Featuring Ours,,,,,,,,,,,,,
The Rock,Atomic Rooster,0.695,0.667,5,-7.858,1,0.0403,0.00859,0.893,0.227,0.905,143.066,270467,4
Hawaï,Java,,,,,,,,,,,,,
Out In The Woods,Leon Russell,0.492,0.525,9,-14.665,1,0.0335,0.179,0,0.0642,0.937,159.952,217773,4
Empty,Information Society,0.595,0.793,11,-8.883,1,0.0962,0.000209,0.826,0.233,0.251,94.987,512773,4
Hungry People,Otis Taylor,0.519,0.426,0,-10.033,1,0.0437,0.852,0.011,0.124,0.475,125.338,301880,4
Since I've Been Loving You,Fiona,0.511,0.579,11,-7.478,1,0.0499,0.0893,0,0.0538,0.681,84.903,271227,4
Teach Me Tonight (Album Version),Eddie Cano,,,,,,,,,,,,,
Sleepy F%#&in' D,Sleepy D,,,,,,,,,,,,,
Krazy In Luv,Beyoncé,,,,,,,,,,,,,
The Man Machine (2009 Digital Remaster),Kraftwerk,,,,,,,,,,,,,
Reaching For The Best,The Exciters,0.733,0.724,0,-8.032,1,0.0302,0.0178,0,0.383,0.85,137.431,194533,4
Madame Irma,Théophil,0.483,0.536,2,-10.466,1,0.0548,0.482,0,0.109,0.238,109.035,305587,4
Whitfield,Atomship,0.34,0.905,10,-5.284,1,0.073,0.000386,0.0278,0.124,0.355,136.002,295227,4
Stairway To Cleveland,Jefferson Starship,,,,,,,,,,,,,
It's A Man's World (Live_ Saginaw Civic Centre_ 1 January 1970),MC5,,,,,,,,,,,,,
Fool,Cartel,,,,,,,,,,,,,
Skvoz' Tuman Vekov,Arkona,0.173,0.975,2,-2.856,1,0.113,0.000672,0.0886,0.316,0.133,74.673,306827,4
Mi Musica Es Para Ti,Johnny Pacheco,0.729,0.422,0,-12.45,0,0.0568,0.358,0.911,0.0936,0.845,116.494,183040,4
Down On The Street (False Start Take 2),The Stooges,,,,,,,,,,,,,
Palm Springs Jump,Buffalo Nickel Band,0.722,0.264,7,-16.894,1,0.108,0.886,0.0211,0.126,0.581,164.096,200267,4
In the Underworld,Skyforger,0.258,0.965,0,-4.237,1,0.137,5.67e-05,0.00926,0.353,0.224,101.703,252933,4
These Words,Natasha Bedingfield,,,,,,,,,,,,,
Get that Girl (Remix),Mother Superior,0.484,0.715,6,-6.911,1,0.0725,0.0484,2.26e-05,0.118,0.794,144.818,170173,4
Dos Arbolitos (Ranchera),Gloria Lasso,0.479,0.378,10,-6.433,1,0.0317,0.928,0.00347,0.0449,0.509,108.98,147840,3
Stop The World,Extreme,0.452,0.724,8,-8.189,1,0.0435,0.0038,0.00112,0.687,0.325,174.594,357933,4
Sympozium,Dimmu Borgir,0.188,0.926,5,-2.523,0,0.0598,3.03e-06,0.946,0.118,0.267,135.186,313835,3
Away From The Sky,Rickie Lee Jones,0.31,0.019,0,-23.92,1,0.0352,0.926,0.000359,0.0912,0.116,88.562,333800,4
Dhol Ton Bina,Malkit Singh,0.501,0.938,7,-10.86,1,0.184,0.66,0.00399,0.825,0.482,159.198,356280,4
Don't Give Up,Portable,,,,,,,,,,,,,
Tell Him,The Exciters,0.649,0.891,4,-8.721,1,0.0813,0.67,0.0207,0.521,0.961,178.381,140533,4
Ex Nihilo,Becoming The Archetype,0.26,0.991,8,-3.356,1,0.14,1.14e-05,0.264,0.319,0.0779,145.886,308813,4
Retrato Em Branco E Preto,Brasilian Tropical Orchestra,,,,,,,,,,,,,
Everytime It Rains,Peter Gallagher,0.67,0.316,5,-10.855,1,0.0305,0.797,1.23e-05,0.115,0.0593,104.081,181162,4
Watcha Gon Do?  (Explicit LP Version),Terror Squad featuring Big Pun,,,,,,,,,,,,,
Some Enchanted Evening,Jay & The Americans,0.422,0.558,5,-6.981,1,0.0359,0.651,0,0.22,0.516,120.081,135720,4
Celebration (The Plan Album Version),Raze,,,,,,,,,,,,,
No City - Instrumental,Aesop Rock,0.462,0.424,3,-10.963,1,0.0543,0.00568,0.814,0.284,0.365,147.886,272867,4
Voy A Olvidarme,Jay Pérez,,,,,,,,,,,,,
The Burden (Album Version),Dropkick Murphys,,,,,,,,,,,,,
From The Pain,Adam Richman,0.597,0.949,3,-3.28,1,0.0404,0.00114,0.000703,0.123,0.783,131.98,235240,4
It's All In How You Look At It,Big Jay Oakerson,,,,,,,,,,,,,
Dub In Bed,Alternative TV,0.632,0.404,11,-16.991,0,0.0321,0.398,0.576,0.132,0.791,136.673,180640,4
Do That There (Album Instrumental),Lyrics Born,,,,,,,,,,,,,
Jingle Bells,Maddox Brothers and Rose,,,,,,,,,,,,,
All Night Long,Junior Kimbrough,0.4,0.579,1,-9.356,1,0.0299,0.164,0.898,0.316,0.727,168.428,384840,4
Believe In Me (Clubb Mix),ATB,,,,,,,,,,,,,
Dead Hackers,Marco Beltrami,0.235,0.127,11,-20.555,1,0.0376,0.836,0.916,0.0782,0.0385,134.598,91320,4
Contrary Mary  (LP Version),Kix,,,,,,,,,,,,,
Miss Clara/Azusa Sue,Bobbie Gentry,0.55,0.444,7,-11.467,1,0.0466,0.819,0,0.0862,0.522,141.288,261272,4
Eruption (Remastered Album Version),Van Halen,,,,,,,,,,,,,
Comfort Zone,Everyday Sunday,0.454,0.912,1,-4.84,1,0.0399,2.41e-05,0,0.276,0.64,97.216,160467,4
Miyela Afrika,Vusi Mahlasela,0.737,0.902,0,-6.1,1,0.0548,0.262,2.83e-05,0.243,0.739,116.038,297573,4
Better Ways,Tam Tam Go!,0.791,0.572,4,-8.312,0,0.0324,0.0311,1.11e-05,0.111,0.351,118.052,224453,4
Traveling Fast,Pat Metheny,0.316,0.57,7,-13.286,1,0.112,0.427,0.888,0.723,0.626,81.01,711693,4
First Kiss,Jim Chappell,0.386,0.0569,9,-22.902,1,0.0568,0.994,0.925,0.0961,0.172,88.203,241867,4
Fighters (feat. Matthew Santos) (Amended Album Version),Lupe Fiasco feat. Matthew Santos,,,,,,,,,,,,,
18 Carat Garbage,Billie Ray Martin Feat. Ann Peebles,,,,,,,,,,,,,
He'll Have To Go,Frank Ifield,,,,,,,,,,,,,
Gitana,Gloria Lasso,0.369,0.148,4,-13.766,1,0.0344,0.991,0.339,0.113,0.25,111.504,185187,4
Baby Is Blue,Chris Jagger,0.601,0.44,0,-6.441,1,0.0257,0.283,0.00155,0.128,0.77,114.031,207173,4
Breaking Down The Walls Of Heartache,Dexys Midnight Runners,,,,,,,,,,,,,
Voodoo Punnany (Album Version),Joe Rogan,,,,,,,,,,,,,
In The Valley Of The Moon,Jimmy Wakely,,,,,,,,,,,,,
Military Man,Willie Barcena,0.475,0.598,5,-16.922,1,0.885,0.86,1.55e-05,0.628,0.198,85.965,146600,3
What Should Be Done,Uriah Heep,0.39,0.428,5,-13.072,1,0.0376,0.696,3.15e-05,0.132,0.433,145.236,252507,4
Sister Sue,Commander Cody & His Lost Planet Airmen,,,,,,,,,,,,,
Unsaveable (Album Version),Faith Hill,,,,,,,,,,,,,
Mathilda,The Fabulous Thunderbirds,0.517,0.521,1,-7.754,1,0.0266,0.0326,0,0.0658,0.783,115.223,197360,4
